province,region_type,region_name,mobility_type,date,trend
Alberta,city,Calgary,driving,1/13/2020,100
Alberta,city,Calgary,driving,1/14/2020,101.94
Alberta,city,Calgary,driving,1/15/2020,100.5
Alberta,city,Calgary,driving,1/16/2020,103.28
Alberta,city,Calgary,driving,1/17/2020,113.39
Alberta,city,Calgary,driving,1/18/2020,107.23
Alberta,city,Calgary,driving,1/19/2020,80.72
Alberta,city,Calgary,driving,1/20/2020,100.75
Alberta,city,Calgary,driving,1/21/2020,104.51
Alberta,city,Calgary,driving,1/22/2020,106.57
Alberta,city,Calgary,driving,1/23/2020,107.43
Alberta,city,Calgary,driving,1/24/2020,122.12
Alberta,city,Calgary,driving,1/25/2020,114.36
Alberta,city,Calgary,driving,1/26/2020,79.77
Alberta,city,Calgary,driving,1/27/2020,96.35
Alberta,city,Calgary,driving,1/28/2020,102.95
Alberta,city,Calgary,driving,1/29/2020,103.61
Alberta,city,Calgary,driving,1/30/2020,107.49
Alberta,city,Calgary,driving,1/31/2020,126.67
Alberta,city,Calgary,driving,2/1/2020,111.52
Alberta,city,Calgary,driving,2/2/2020,80.58
Alberta,city,Calgary,driving,2/3/2020,96.04
Alberta,city,Calgary,driving,2/4/2020,102.19
Alberta,city,Calgary,driving,2/5/2020,100.27
Alberta,city,Calgary,driving,2/6/2020,105.3
Alberta,city,Calgary,driving,2/7/2020,119.49
Alberta,city,Calgary,driving,2/8/2020,112.8
Alberta,city,Calgary,driving,2/9/2020,82.88
Alberta,city,Calgary,driving,2/10/2020,97.51
Alberta,city,Calgary,driving,2/11/2020,101.44
Alberta,city,Calgary,driving,2/12/2020,103.78
Alberta,city,Calgary,driving,2/13/2020,111.16
Alberta,city,Calgary,driving,2/14/2020,130.28
Alberta,city,Calgary,driving,2/15/2020,113.75
Alberta,city,Calgary,driving,2/16/2020,90.53
Alberta,city,Calgary,driving,2/17/2020,78.39
Alberta,city,Calgary,driving,2/18/2020,110.56
Alberta,city,Calgary,driving,2/19/2020,109.84
Alberta,city,Calgary,driving,2/20/2020,115.46
Alberta,city,Calgary,driving,2/21/2020,128.74
Alberta,city,Calgary,driving,2/22/2020,124.68
Alberta,city,Calgary,driving,2/23/2020,87.66
Alberta,city,Calgary,driving,2/24/2020,97.58
Alberta,city,Calgary,driving,2/25/2020,103.07
Alberta,city,Calgary,driving,2/26/2020,103.35
Alberta,city,Calgary,driving,2/27/2020,108.2
Alberta,city,Calgary,driving,2/28/2020,124.83
Alberta,city,Calgary,driving,2/29/2020,119.33
Alberta,city,Calgary,driving,3/1/2020,86.58
Alberta,city,Calgary,driving,3/2/2020,97.43
Alberta,city,Calgary,driving,3/3/2020,103.94
Alberta,city,Calgary,driving,3/4/2020,106.58
Alberta,city,Calgary,driving,3/5/2020,106.94
Alberta,city,Calgary,driving,3/6/2020,122.52
Alberta,city,Calgary,driving,3/7/2020,107.91
Alberta,city,Calgary,driving,3/8/2020,80.53
Alberta,city,Calgary,driving,3/9/2020,93.64
Alberta,city,Calgary,driving,3/10/2020,97.91
Alberta,city,Calgary,driving,3/11/2020,98.59
Alberta,city,Calgary,driving,3/12/2020,93.08
Alberta,city,Calgary,driving,3/13/2020,89.7
Alberta,city,Calgary,driving,3/14/2020,68.69
Alberta,city,Calgary,driving,3/15/2020,53.52
Alberta,city,Calgary,driving,3/16/2020,62.22
Alberta,city,Calgary,driving,3/17/2020,59.51
Alberta,city,Calgary,driving,3/18/2020,55.21
Alberta,city,Calgary,driving,3/19/2020,53.61
Alberta,city,Calgary,driving,3/20/2020,59.14
Alberta,city,Calgary,driving,3/21/2020,47.86
Alberta,city,Calgary,driving,3/22/2020,38.06
Alberta,city,Calgary,driving,3/23/2020,48.55
Alberta,city,Calgary,driving,3/24/2020,44.86
Alberta,city,Calgary,driving,3/25/2020,46.83
Alberta,city,Calgary,driving,3/26/2020,47.52
Alberta,city,Calgary,driving,3/27/2020,54.27
Alberta,city,Calgary,driving,3/28/2020,42.59
Alberta,city,Calgary,driving,3/29/2020,36.5
Alberta,city,Calgary,driving,3/30/2020,43.26
Alberta,city,Calgary,driving,3/31/2020,44.48
Alberta,city,Calgary,driving,4/1/2020,45.8
Alberta,city,Calgary,driving,4/2/2020,46.14
Alberta,city,Calgary,driving,4/3/2020,51.63
Alberta,city,Calgary,driving,4/4/2020,45.39
Alberta,city,Calgary,driving,4/5/2020,34.11
Alberta,city,Calgary,driving,4/6/2020,47.34
Alberta,city,Calgary,driving,4/7/2020,46.7
Alberta,city,Calgary,driving,4/8/2020,50.93
Alberta,city,Calgary,driving,4/9/2020,62.27
Alberta,city,Calgary,driving,4/10/2020,46.72
Alberta,city,Calgary,driving,4/11/2020,45.34
Alberta,city,Calgary,driving,4/12/2020,35.26
Alberta,city,Calgary,driving,4/13/2020,47.4
Alberta,city,Calgary,driving,4/14/2020,51.25
Alberta,city,Calgary,driving,4/15/2020,53.05
Alberta,city,Calgary,driving,4/16/2020,59.19
Alberta,city,Calgary,driving,4/17/2020,64.29
Alberta,city,Calgary,driving,4/18/2020,56.17
Alberta,city,Calgary,driving,4/19/2020,48.76
Alberta,city,Calgary,driving,4/20/2020,60.14
Alberta,city,Calgary,driving,4/21/2020,62.09
Alberta,city,Calgary,driving,4/22/2020,62.91
Alberta,city,Calgary,driving,4/23/2020,64.67
Alberta,city,Calgary,driving,4/24/2020,73.8
Alberta,city,Calgary,driving,4/25/2020,63.24
Alberta,city,Calgary,driving,4/26/2020,52.07
Alberta,city,Calgary,driving,4/27/2020,63.99
Alberta,city,Calgary,driving,4/28/2020,67.47
Alberta,city,Calgary,driving,4/29/2020,71.05
Alberta,city,Calgary,driving,4/30/2020,72.53
Alberta,city,Calgary,driving,5/1/2020,82.78
Alberta,city,Calgary,driving,5/2/2020,73.45
Alberta,city,Calgary,driving,5/3/2020,56.72
Alberta,city,Calgary,driving,5/4/2020,66.8
Alberta,city,Calgary,driving,5/5/2020,76.24
Alberta,city,Calgary,driving,5/6/2020,74.7
Alberta,city,Calgary,driving,5/7/2020,75.72
Alberta,city,Calgary,driving,5/8/2020,83.52
Alberta,city,Calgary,driving,5/9/2020,76.39
Alberta,city,Calgary,driving,5/10/2020,60.04
Alberta,city,Calgary,driving,5/11/2020,
Alberta,city,Calgary,driving,5/12/2020,
Alberta,city,Calgary,driving,5/13/2020,84.14
Alberta,city,Calgary,driving,5/14/2020,88.51
Alberta,city,Calgary,driving,5/15/2020,98.65
Alberta,city,Calgary,driving,5/16/2020,86.05
Alberta,city,Calgary,driving,5/17/2020,71.16
Alberta,city,Calgary,driving,5/18/2020,70.23
Alberta,city,Calgary,driving,5/19/2020,82.02
Alberta,city,Calgary,driving,5/20/2020,83.36
Alberta,city,Calgary,driving,5/21/2020,79.66
Alberta,city,Calgary,driving,5/22/2020,92.83
Alberta,city,Calgary,driving,5/23/2020,89.76
Alberta,city,Calgary,driving,5/24/2020,79.85
Alberta,city,Calgary,driving,5/25/2020,89.67
Alberta,city,Calgary,driving,5/26/2020,90.84
Alberta,city,Calgary,driving,5/27/2020,98.94
Alberta,city,Calgary,driving,5/28/2020,99.84
Alberta,city,Calgary,driving,5/29/2020,113.72
Alberta,city,Calgary,driving,5/30/2020,101.31
Alberta,city,Calgary,driving,5/31/2020,73.68
Alberta,city,Calgary,driving,6/1/2020,98.01
Alberta,city,Calgary,driving,6/2/2020,99.52
Alberta,city,Calgary,driving,6/3/2020,105.48
Alberta,city,Calgary,driving,6/4/2020,101.46
Alberta,city,Calgary,driving,6/5/2020,115.08
Alberta,city,Calgary,driving,6/6/2020,101.71
Alberta,city,Calgary,driving,6/7/2020,71.26
Alberta,city,Calgary,driving,6/8/2020,96.61
Alberta,city,Calgary,driving,6/9/2020,103.66
Alberta,city,Calgary,driving,6/10/2020,110.75
Alberta,city,Calgary,driving,6/11/2020,111.59
Alberta,city,Calgary,driving,6/12/2020,121.8
Alberta,city,Calgary,driving,6/13/2020,105.69
Alberta,city,Calgary,driving,6/14/2020,85.94
Alberta,city,Calgary,driving,6/15/2020,110.23
Alberta,city,Calgary,driving,6/16/2020,111.31
Alberta,city,Calgary,driving,6/17/2020,109.11
Alberta,city,Calgary,driving,6/18/2020,116.22
Alberta,city,Calgary,driving,6/19/2020,131.94
Alberta,city,Calgary,driving,6/20/2020,115.36
Alberta,city,Calgary,driving,6/21/2020,86.77
Alberta,city,Calgary,driving,6/22/2020,116.83
Alberta,city,Calgary,driving,6/23/2020,118.35
Alberta,city,Calgary,driving,6/24/2020,119.32
Alberta,city,Calgary,driving,6/25/2020,129.04
Alberta,city,Calgary,driving,6/26/2020,134.73
Alberta,city,Calgary,driving,6/27/2020,110.86
Alberta,city,Calgary,driving,6/28/2020,87.41
Alberta,city,Calgary,driving,6/29/2020,115.28
Alberta,city,Calgary,driving,6/30/2020,118.65
Alberta,city,Calgary,driving,7/1/2020,106.61
Alberta,city,Calgary,driving,7/2/2020,125.44
Alberta,city,Calgary,driving,7/3/2020,141.71
Alberta,city,Calgary,driving,7/4/2020,115.73
Alberta,city,Calgary,driving,7/5/2020,100.2
Alberta,city,Calgary,driving,7/6/2020,121.25
Alberta,city,Calgary,driving,7/7/2020,121.56
Alberta,city,Calgary,driving,7/8/2020,121.58
Alberta,city,Calgary,driving,7/9/2020,133.24
Alberta,city,Calgary,driving,7/10/2020,143.39
Alberta,city,Calgary,driving,7/11/2020,128.09
Alberta,city,Calgary,driving,7/12/2020,105.7
Alberta,city,Calgary,driving,7/13/2020,123.24
Alberta,city,Calgary,driving,7/14/2020,129.05
Alberta,city,Calgary,driving,7/15/2020,129.18
Alberta,city,Calgary,driving,7/16/2020,131.91
Alberta,city,Calgary,driving,7/17/2020,136.75
Alberta,city,Calgary,driving,7/18/2020,123.78
Alberta,city,Calgary,driving,7/19/2020,97.48
Alberta,city,Calgary,driving,7/20/2020,122.87
Alberta,city,Calgary,driving,7/21/2020,126.85
Alberta,city,Calgary,driving,7/22/2020,127.18
Alberta,city,Calgary,driving,7/23/2020,126.39
Alberta,city,Calgary,driving,7/24/2020,132.44
Alberta,city,Calgary,driving,7/25/2020,120.48
Alberta,city,Calgary,driving,7/26/2020,103.46
Alberta,city,Calgary,driving,7/27/2020,123.27
Alberta,city,Calgary,driving,7/28/2020,130.26
Alberta,city,Calgary,driving,7/29/2020,131.1
Alberta,city,Calgary,driving,7/30/2020,131.29
Alberta,city,Calgary,driving,7/31/2020,139.71
Alberta,city,Calgary,driving,8/1/2020,114.35
Alberta,city,Calgary,driving,8/2/2020,102.07
Alberta,city,Calgary,driving,8/3/2020,100.07
Alberta,city,Calgary,driving,8/4/2020,130.05
Alberta,city,Calgary,driving,8/5/2020,134.06
Alberta,city,Calgary,driving,8/6/2020,135.01
Alberta,city,Calgary,driving,8/7/2020,138.6
Alberta,city,Calgary,driving,8/8/2020,123.9
Alberta,city,Calgary,driving,8/9/2020,107.34
Alberta,city,Calgary,driving,8/10/2020,129.08
Alberta,city,Calgary,driving,8/11/2020,127.7
Alberta,city,Calgary,driving,8/12/2020,131.67
Alberta,city,Calgary,driving,8/13/2020,134.81
Alberta,city,Calgary,driving,8/14/2020,147.29
Alberta,city,Calgary,driving,8/15/2020,131.42
Alberta,city,Calgary,driving,8/16/2020,110.75
Alberta,city,Calgary,driving,8/17/2020,129.44
Alberta,city,Calgary,driving,8/18/2020,132.69
Alberta,city,Calgary,driving,8/19/2020,133.24
Alberta,city,Calgary,driving,8/20/2020,135.4
Alberta,city,Calgary,driving,8/21/2020,145.31
Alberta,city,Calgary,driving,8/22/2020,128.76
Alberta,city,Calgary,driving,8/23/2020,105.89
Alberta,city,Calgary,driving,8/24/2020,127.42
Alberta,city,Calgary,driving,8/25/2020,132.41
Alberta,city,Calgary,driving,8/26/2020,135.14
Alberta,city,Calgary,driving,8/27/2020,137.56
Alberta,city,Calgary,driving,8/28/2020,150.25
Alberta,city,Calgary,driving,8/29/2020,126.06
Alberta,city,Calgary,driving,8/30/2020,108.48
Alberta,city,Calgary,driving,8/31/2020,129.77
Alberta,city,Calgary,driving,9/1/2020,135.97
Alberta,city,Calgary,driving,9/2/2020,130.6
Alberta,city,Calgary,driving,9/3/2020,135.36
Alberta,city,Calgary,driving,9/4/2020,149.43
Alberta,city,Calgary,driving,9/5/2020,127.81
Alberta,city,Calgary,driving,9/6/2020,98.35
Alberta,city,Calgary,driving,9/7/2020,93.06
Alberta,city,Calgary,driving,9/8/2020,124.17
Alberta,city,Calgary,driving,9/9/2020,126.49
Alberta,city,Calgary,driving,9/10/2020,131.42
Alberta,city,Calgary,driving,9/11/2020,147.82
Alberta,city,Calgary,driving,9/12/2020,130.36
Alberta,city,Calgary,driving,9/13/2020,98.76
Alberta,city,Calgary,driving,9/14/2020,116.25
Alberta,city,Calgary,driving,9/15/2020,120.73
Alberta,city,Calgary,driving,9/16/2020,123.21
Alberta,city,Calgary,driving,9/17/2020,128.38
Alberta,city,Calgary,driving,9/18/2020,144.31
Alberta,city,Calgary,driving,9/19/2020,128.42
Alberta,city,Calgary,driving,9/20/2020,99.27
Alberta,city,Calgary,driving,9/21/2020,113.57
Alberta,city,Calgary,driving,9/22/2020,114.49
Alberta,city,Calgary,driving,9/23/2020,117.28
Alberta,city,Calgary,driving,9/24/2020,125.03
Alberta,city,Calgary,driving,9/25/2020,136.76
Alberta,city,Calgary,driving,9/26/2020,127.7
Alberta,city,Calgary,driving,9/27/2020,97.53
Alberta,city,Calgary,driving,9/28/2020,108.84
Alberta,city,Calgary,driving,9/29/2020,114.02
Alberta,city,Calgary,driving,9/30/2020,114.85
Alberta,city,Calgary,driving,10/1/2020,125.7
Alberta,city,Calgary,driving,10/2/2020,138.67
Alberta,city,Calgary,driving,10/3/2020,126.97
Alberta,city,Calgary,driving,10/4/2020,96.64
Alberta,city,Calgary,driving,10/5/2020,108.27
Alberta,city,Calgary,driving,10/6/2020,110.93
Alberta,city,Calgary,driving,10/7/2020,112.33
Alberta,city,Calgary,driving,10/8/2020,116.65
Alberta,city,Calgary,driving,10/9/2020,131.57
Alberta,city,Calgary,driving,10/10/2020,109.84
Alberta,city,Calgary,driving,10/11/2020,78.9
Alberta,city,Calgary,driving,10/12/2020,71.45
Alberta,city,Calgary,driving,10/13/2020,108.08
Alberta,city,Calgary,driving,10/14/2020,107.59
Alberta,city,Calgary,driving,10/15/2020,115.05
Alberta,city,Calgary,driving,10/16/2020,125.41
Alberta,city,Calgary,driving,10/17/2020,111.43
Alberta,city,Calgary,driving,10/18/2020,82.66
Alberta,city,Calgary,driving,10/19/2020,99.83
Alberta,city,Calgary,driving,10/20/2020,106.38
Alberta,city,Calgary,driving,10/21/2020,101.96
Alberta,city,Calgary,driving,10/22/2020,104.23
Alberta,city,Calgary,driving,10/23/2020,119.84
Alberta,city,Calgary,driving,10/24/2020,106.09
Alberta,city,Calgary,driving,10/25/2020,81.46
Alberta,city,Calgary,driving,10/26/2020,97.1
Alberta,city,Calgary,driving,10/27/2020,104.39
Alberta,city,Calgary,driving,10/28/2020,103.02
Alberta,city,Calgary,driving,10/29/2020,108.8
Alberta,city,Calgary,driving,10/30/2020,128.31
Alberta,city,Calgary,driving,10/31/2020,111.54
Alberta,city,Calgary,driving,11/1/2020,81.72
Alberta,city,Calgary,driving,11/2/2020,96.28
Alberta,city,Calgary,driving,11/3/2020,97.84
Alberta,city,Calgary,driving,11/4/2020,96.95
Alberta,city,Calgary,driving,11/5/2020,99.5
Alberta,city,Calgary,driving,11/6/2020,112.14
Alberta,city,Calgary,driving,11/7/2020,93.88
Alberta,city,Calgary,driving,11/8/2020,66.33
Alberta,city,Calgary,driving,11/9/2020,89.74
Alberta,city,Calgary,driving,11/10/2020,94.69
Alberta,city,Calgary,driving,11/11/2020,80.94
Alberta,city,Calgary,driving,11/12/2020,87.57
Alberta,city,Calgary,driving,11/13/2020,107.17
Alberta,city,Calgary,driving,11/14/2020,90.93
Alberta,city,Calgary,driving,11/15/2020,71.37
Alberta,city,Calgary,driving,11/16/2020,84.58
Alberta,city,Calgary,driving,11/17/2020,88.8
Alberta,city,Calgary,driving,11/18/2020,88.62
Alberta,city,Calgary,driving,11/19/2020,88.92
Alberta,city,Calgary,driving,11/20/2020,105.11
Alberta,city,Calgary,driving,11/21/2020,91.48
Alberta,city,Calgary,driving,11/22/2020,68.3
Alberta,city,Calgary,driving,11/23/2020,83.65
Alberta,city,Calgary,driving,11/24/2020,85.73
Alberta,city,Calgary,driving,11/25/2020,84.44
Alberta,city,Calgary,driving,11/26/2020,88.11
Alberta,city,Calgary,driving,11/27/2020,100.18
Alberta,city,Calgary,driving,11/28/2020,85
Alberta,city,Calgary,driving,11/29/2020,65.48
Alberta,city,Calgary,driving,11/30/2020,82.21
Alberta,city,Calgary,driving,12/1/2020,84.3
Alberta,city,Calgary,driving,12/2/2020,85.7
Alberta,city,Calgary,driving,12/3/2020,89.96
Alberta,city,Calgary,driving,12/4/2020,103.38
Alberta,city,Calgary,driving,12/5/2020,90.99
Alberta,city,Calgary,driving,12/6/2020,70.91
Alberta,city,Calgary,driving,12/7/2020,86.55
Alberta,city,Calgary,driving,12/8/2020,86.92
Alberta,city,Calgary,driving,12/9/2020,84.67
Alberta,city,Calgary,driving,12/10/2020,90.98
Alberta,city,Calgary,driving,12/11/2020,105.03
Alberta,city,Calgary,driving,12/12/2020,91.53
Alberta,city,Calgary,driving,12/13/2020,62.35
Alberta,city,Calgary,driving,12/14/2020,81.76
Alberta,city,Calgary,driving,12/15/2020,86.38
Alberta,city,Calgary,driving,12/16/2020,90.94
Alberta,city,Calgary,driving,12/17/2020,93.86
Alberta,city,Calgary,driving,12/18/2020,106.07
Alberta,city,Calgary,driving,12/19/2020,92.67
Alberta,city,Calgary,driving,12/20/2020,76.99
Alberta,city,Calgary,driving,12/21/2020,95.91
Alberta,city,Calgary,driving,12/22/2020,59.47
Alberta,city,Calgary,driving,12/23/2020,101.34
Alberta,city,Calgary,driving,12/24/2020,78.82
Alberta,city,Calgary,driving,12/25/2020,31.92
Alberta,city,Calgary,driving,12/26/2020,53.98
Alberta,city,Calgary,driving,12/27/2020,59.65
Alberta,city,Calgary,driving,12/28/2020,71.52
Alberta,city,Calgary,driving,12/29/2020,78.76
Alberta,city,Calgary,driving,12/30/2020,82.24
Alberta,city,Calgary,driving,12/31/2020,81.84
Alberta,city,Calgary,driving,1/1/2021,54.25
Alberta,city,Calgary,driving,1/2/2021,69.75
Alberta,city,Calgary,driving,1/3/2021,62.73
Alberta,city,Calgary,driving,1/4/2021,74.83
Alberta,city,Calgary,driving,1/5/2021,78.78
Alberta,city,Calgary,driving,1/6/2021,77.59
Alberta,city,Calgary,driving,1/7/2021,79.23
Alberta,city,Calgary,driving,1/8/2021,89.68
Alberta,city,Calgary,driving,1/9/2021,80.5
Alberta,city,Calgary,driving,1/10/2021,64.38
Alberta,city,Calgary,driving,1/11/2021,75.32
Alberta,city,Calgary,driving,1/12/2021,77.67
Alberta,city,Calgary,driving,1/13/2021,75.72
Alberta,city,Calgary,driving,1/14/2021,78.09
Alberta,city,Calgary,driving,1/15/2021,95.4
Alberta,city,Calgary,driving,1/16/2021,82.86
Alberta,city,Calgary,driving,1/17/2021,65.63
Alberta,city,Calgary,driving,1/18/2021,77.55
Alberta,city,Calgary,driving,1/19/2021,80.12
Alberta,city,Calgary,driving,1/20/2021,80.71
Alberta,city,Calgary,driving,1/21/2021,84.04
Alberta,city,Calgary,driving,1/22/2021,96.13
Alberta,city,Calgary,driving,1/23/2021,84.75
Alberta,city,Calgary,driving,1/24/2021,62.06
Alberta,city,Calgary,driving,1/25/2021,74.88
Alberta,city,Calgary,driving,1/26/2021,77.9
Alberta,city,Calgary,driving,1/27/2021,80.72
Alberta,city,Calgary,driving,1/28/2021,82.62
Alberta,city,Calgary,driving,1/29/2021,97.21
Alberta,city,Calgary,driving,1/30/2021,87.82
Alberta,city,Calgary,driving,1/31/2021,70.35
Alberta,city,Calgary,driving,2/1/2021,80.38
Alberta,city,Calgary,driving,2/2/2021,81.29
Alberta,city,Calgary,driving,2/3/2021,78.8
Alberta,city,Calgary,driving,2/4/2021,85.97
Alberta,city,Calgary,driving,2/5/2021,92.14
Alberta,city,Calgary,driving,2/6/2021,73.32
Alberta,city,Calgary,driving,2/7/2021,59.79
Alberta,city,Calgary,driving,2/8/2021,74.67
Alberta,city,Calgary,driving,2/9/2021,78.52
Alberta,city,Calgary,driving,2/10/2021,81.52
Alberta,city,Calgary,driving,2/11/2021,82.56
Alberta,city,Calgary,driving,2/12/2021,98.04
Alberta,city,Calgary,driving,2/13/2021,89.1
Alberta,city,Calgary,driving,2/14/2021,77.28
Alberta,city,Calgary,driving,2/15/2021,62.95
Alberta,city,Calgary,driving,2/16/2021,87.04
Alberta,city,Calgary,driving,2/17/2021,89.78
Alberta,city,Calgary,driving,2/18/2021,92.65
Alberta,city,Calgary,driving,2/19/2021,107.86
Alberta,city,Calgary,driving,2/20/2021,96.47
Alberta,city,Calgary,driving,2/21/2021,74.05
Alberta,city,Calgary,driving,2/22/2021,84.13
Alberta,city,Calgary,driving,2/23/2021,84.31
Alberta,city,Calgary,driving,2/24/2021,87.78
Alberta,city,Calgary,driving,2/25/2021,91.16
Alberta,city,Calgary,driving,2/26/2021,106.77
Alberta,city,Calgary,transit,1/13/2020,100
Alberta,city,Calgary,transit,1/14/2020,97.6
Alberta,city,Calgary,transit,1/15/2020,92.02
Alberta,city,Calgary,transit,1/16/2020,96.35
Alberta,city,Calgary,transit,1/17/2020,97.68
Alberta,city,Calgary,transit,1/18/2020,81.31
Alberta,city,Calgary,transit,1/19/2020,78.28
Alberta,city,Calgary,transit,1/20/2020,117.22
Alberta,city,Calgary,transit,1/21/2020,119.2
Alberta,city,Calgary,transit,1/22/2020,115.49
Alberta,city,Calgary,transit,1/23/2020,111.5
Alberta,city,Calgary,transit,1/24/2020,113.99
Alberta,city,Calgary,transit,1/25/2020,95.42
Alberta,city,Calgary,transit,1/26/2020,73.49
Alberta,city,Calgary,transit,1/27/2020,106.79
Alberta,city,Calgary,transit,1/28/2020,112.78
Alberta,city,Calgary,transit,1/29/2020,116.83
Alberta,city,Calgary,transit,1/30/2020,117.45
Alberta,city,Calgary,transit,1/31/2020,119.8
Alberta,city,Calgary,transit,2/1/2020,95.66
Alberta,city,Calgary,transit,2/2/2020,78.56
Alberta,city,Calgary,transit,2/3/2020,105.57
Alberta,city,Calgary,transit,2/4/2020,108.22
Alberta,city,Calgary,transit,2/5/2020,106.07
Alberta,city,Calgary,transit,2/6/2020,112.65
Alberta,city,Calgary,transit,2/7/2020,116.43
Alberta,city,Calgary,transit,2/8/2020,92.12
Alberta,city,Calgary,transit,2/9/2020,73.82
Alberta,city,Calgary,transit,2/10/2020,106.64
Alberta,city,Calgary,transit,2/11/2020,105.83
Alberta,city,Calgary,transit,2/12/2020,110.22
Alberta,city,Calgary,transit,2/13/2020,123.36
Alberta,city,Calgary,transit,2/14/2020,120.03
Alberta,city,Calgary,transit,2/15/2020,97
Alberta,city,Calgary,transit,2/16/2020,75.69
Alberta,city,Calgary,transit,2/17/2020,82.91
Alberta,city,Calgary,transit,2/18/2020,107.73
Alberta,city,Calgary,transit,2/19/2020,111.31
Alberta,city,Calgary,transit,2/20/2020,117.94
Alberta,city,Calgary,transit,2/21/2020,126.11
Alberta,city,Calgary,transit,2/22/2020,99.8
Alberta,city,Calgary,transit,2/23/2020,76.61
Alberta,city,Calgary,transit,2/24/2020,107.37
Alberta,city,Calgary,transit,2/25/2020,108.4
Alberta,city,Calgary,transit,2/26/2020,104.76
Alberta,city,Calgary,transit,2/27/2020,107.69
Alberta,city,Calgary,transit,2/28/2020,123.13
Alberta,city,Calgary,transit,2/29/2020,98.49
Alberta,city,Calgary,transit,3/1/2020,75.81
Alberta,city,Calgary,transit,3/2/2020,103.99
Alberta,city,Calgary,transit,3/3/2020,109.33
Alberta,city,Calgary,transit,3/4/2020,112.41
Alberta,city,Calgary,transit,3/5/2020,108.98
Alberta,city,Calgary,transit,3/6/2020,122.71
Alberta,city,Calgary,transit,3/7/2020,90.08
Alberta,city,Calgary,transit,3/8/2020,77
Alberta,city,Calgary,transit,3/9/2020,100.97
Alberta,city,Calgary,transit,3/10/2020,102.98
Alberta,city,Calgary,transit,3/11/2020,102.18
Alberta,city,Calgary,transit,3/12/2020,89.22
Alberta,city,Calgary,transit,3/13/2020,77.11
Alberta,city,Calgary,transit,3/14/2020,55.83
Alberta,city,Calgary,transit,3/15/2020,46.26
Alberta,city,Calgary,transit,3/16/2020,48.87
Alberta,city,Calgary,transit,3/17/2020,40.63
Alberta,city,Calgary,transit,3/18/2020,35.71
Alberta,city,Calgary,transit,3/19/2020,32.34
Alberta,city,Calgary,transit,3/20/2020,32.91
Alberta,city,Calgary,transit,3/21/2020,26.55
Alberta,city,Calgary,transit,3/22/2020,24.18
Alberta,city,Calgary,transit,3/23/2020,26.34
Alberta,city,Calgary,transit,3/24/2020,23.38
Alberta,city,Calgary,transit,3/25/2020,25.01
Alberta,city,Calgary,transit,3/26/2020,21.55
Alberta,city,Calgary,transit,3/27/2020,23.64
Alberta,city,Calgary,transit,3/28/2020,18.69
Alberta,city,Calgary,transit,3/29/2020,18.82
Alberta,city,Calgary,transit,3/30/2020,23.66
Alberta,city,Calgary,transit,3/31/2020,21.42
Alberta,city,Calgary,transit,4/1/2020,21.63
Alberta,city,Calgary,transit,4/2/2020,20.44
Alberta,city,Calgary,transit,4/3/2020,19.33
Alberta,city,Calgary,transit,4/4/2020,20.18
Alberta,city,Calgary,transit,4/5/2020,17.31
Alberta,city,Calgary,transit,4/6/2020,23.36
Alberta,city,Calgary,transit,4/7/2020,20.8
Alberta,city,Calgary,transit,4/8/2020,23.75
Alberta,city,Calgary,transit,4/9/2020,22.76
Alberta,city,Calgary,transit,4/10/2020,18.18
Alberta,city,Calgary,transit,4/11/2020,18.66
Alberta,city,Calgary,transit,4/12/2020,16.84
Alberta,city,Calgary,transit,4/13/2020,20.23
Alberta,city,Calgary,transit,4/14/2020,22.61
Alberta,city,Calgary,transit,4/15/2020,21.4
Alberta,city,Calgary,transit,4/16/2020,21.47
Alberta,city,Calgary,transit,4/17/2020,20.4
Alberta,city,Calgary,transit,4/18/2020,20.64
Alberta,city,Calgary,transit,4/19/2020,21.07
Alberta,city,Calgary,transit,4/20/2020,23.8
Alberta,city,Calgary,transit,4/21/2020,23.79
Alberta,city,Calgary,transit,4/22/2020,22.14
Alberta,city,Calgary,transit,4/23/2020,23.75
Alberta,city,Calgary,transit,4/24/2020,26.96
Alberta,city,Calgary,transit,4/25/2020,23.26
Alberta,city,Calgary,transit,4/26/2020,22.75
Alberta,city,Calgary,transit,4/27/2020,25.39
Alberta,city,Calgary,transit,4/28/2020,28.2
Alberta,city,Calgary,transit,4/29/2020,27.26
Alberta,city,Calgary,transit,4/30/2020,27.82
Alberta,city,Calgary,transit,5/1/2020,29.18
Alberta,city,Calgary,transit,5/2/2020,29.38
Alberta,city,Calgary,transit,5/3/2020,26.81
Alberta,city,Calgary,transit,5/4/2020,30.22
Alberta,city,Calgary,transit,5/5/2020,29.27
Alberta,city,Calgary,transit,5/6/2020,28.76
Alberta,city,Calgary,transit,5/7/2020,28.22
Alberta,city,Calgary,transit,5/8/2020,30.36
Alberta,city,Calgary,transit,5/9/2020,27.08
Alberta,city,Calgary,transit,5/10/2020,25.08
Alberta,city,Calgary,transit,5/11/2020,
Alberta,city,Calgary,transit,5/12/2020,
Alberta,city,Calgary,transit,5/13/2020,31.66
Alberta,city,Calgary,transit,5/14/2020,33.08
Alberta,city,Calgary,transit,5/15/2020,33.59
Alberta,city,Calgary,transit,5/16/2020,36.04
Alberta,city,Calgary,transit,5/17/2020,33.16
Alberta,city,Calgary,transit,5/18/2020,34.64
